,OBJECTID,2019 Unemployed Population 16+: Percent,2014-2018 ACS Average Number of Vehicles,2014-2018 ACS HHs: Inc Below Poverty Level: Percent,2019 Median Household Income,2019 Average Household Income,Household_Density,Total_Pop_Density,Day_Pop_Density,Undeveloped_Sq_Meters,Developed_Open_Space_Sq_Meters,Developed_Low_Intensity_Sq_Meters,Developed_Medium_Intensity_Sq_Meters,Developed_High_Intensity_Sq_Meters,Square_Meters_Residential,Square_Meters_Com_Ind_MU,Square_Meters_Other,SUM_PASSENGERS_ON,SUM_PASSENGERS_OFF,Shape_Length,Shape_Area,Net_Passengers
2766,2767,1.61,2.0,2.7,62837,87849,1661.99802,4176.302718,1661.99802,0.0,21390.0,38280.0,1050.0,0.0,6521.941470000001,184.6184359,0.0,0.0,0.0,0.014071437,6e-06,0.0
2767,2768,6.67,1.5,21.43,43660,64973,1575.57869,2461.841703,4529.788732999999,0.0,4680.0,13920.0,3870.0,3840.0,2165.128108,1315.751921,0.0,56.0,19.0,0.006522029,2.6e-06,37.0
2768,2769,3.7,1.5,17.65,41005,61365,1797.890361,3677.503011,1634.4457830000001,0.0,15180.0,16470.0,0.0,0.0,2967.360469,0.0,0.0,0.0,0.0,0.007283488,3.13e-06,0.0
2769,2770,8.33,1.5,14.29,36603,47487,1400.488882,2147.416286,5415.223677,0.0,1110.0,13830.0,5370.0,7410.0,1616.425377,2168.8641820000003,0.0,88.0,82.0,0.008081221,2.74e-06,6.0
2770,2771,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4620.0,1320.0,0.0,0.0,0.0,0.0,0.0,0.00774878,5.92e-07,0.0
2771,2772,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,120.0,6330.0,2640.0,0.0,0.0,0.0,0.0,0.0,0.010270769,8.94e-07,0.0
2772,2773,8.33,1.3,16.67,29084,52850,1341.2277119999999,3520.7227439999997,4358.990064,0.0,0.0,4050.0,2100.0,9240.0,1078.291575,3346.84371,0.0,114.0,112.0,0.004966222,1.53e-06,2.0
2773,2774,9.09,1.7,16.67,41302,52851,2154.697626,3411.6045740000004,2693.372032,0.0,1110.0,9270.0,180.0,3870.0,1661.0572650000001,1236.718957,0.0,54.0,54.0,0.005394624000000001,1.42e-06,0.0
2774,2775,9.09,1.5,18.18,37860,48787,2264.8305969999997,2868.785422,3623.7289549999996,0.0,3630.0,7350.0,1440.0,4800.0,1430.195327,1190.672105,0.0,44.0,58.0,0.005669025,1.69e-06,-14.0
2775,2776,6.25,1.5,20.0,37784,48448,1427.960451,3504.9938340000003,4024.2521799999995,0.0,1260.0,10050.0,4260.0,4440.0,1756.7748609999999,890.7120707999999,0.0,41.0,45.0,0.0060365969999999994,1.97e-06,-4.0
2776,2777,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1620.0,8010.0,300.0,0.0,0.0,0.0,0.0,0.0,0.008944283,9.759999999999998e-07,0.0
2777,2778,0.0,2.0,24.32,41035,48659,3237.038967,5610.867543,2158.025978,0.0,7170.0,16740.0,0.0,0.0,3253.391474,0.0,0.0,0.0,0.0,0.006766899999999999,2.37e-06,0.0
2778,2779,0.0,2.0,22.22,43022,49199,3025.027168,6401.801681,2391.881947,0.0,8640.0,28020.0,0.0,0.0,4785.981876,0.0,0.0,0.0,0.0,0.009077586,3.63e-06,0.0
2779,2780,0.0,2.0,21.05,41089,50461,1817.4033149999998,4967.569062,1938.5635359999999,0.0,6120.0,15270.0,0.0,0.0,3255.2763600000003,0.0,0.0,0.0,0.0,0.006505394,2.11e-06,0.0
2780,2781,0.0,2.0,22.22,43022,49200,2936.652438,6222.906356,2377.290069,0.0,10590.0,26580.0,0.0,0.0,5748.577238,0.0,0.0,0.0,0.0,0.010355135,3.66e-06,0.0
2781,2782,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,8910.0,16350.0,30.0,0.0,0.0,0.0,0.0,0.0,0.026285483,2.5e-06,0.0
2782,2783,0.0,1.3,33.33,35000,44647,1902.763766,4566.633039,2537.018355,0.0,1140.0,19410.0,0.0,0.0,3327.597378,0.0,0.0,0.0,0.0,0.006641591999999999,2.02e-06,0.0
2783,2784,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3120.0,21270.0,2640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012146434,2.7000000000000004e-06,0.0
2784,2785,0.0,0.0,0.0,0,0,0.0,0.0,0.0,91110.0,239430.0,17580.0,41190.0,870.0,0.0,0.0,0.0,0.0,0.0,0.034273401,3.86e-05,0.0
2785,2786,2.7,1.6,20.0,39054,67172,1447.27207,3591.378839,1768.888085,0.0,21750.0,26520.0,0.0,0.0,4732.3210340000005,0.0,0.0,0.0,0.0,0.011540887,4.77e-06,0.0
2786,2787,7.69,1.4,11.11,31621,51804,1212.729098,3941.3695700000003,3183.4138829999997,0.0,9660.0,3960.0,2970.0,540.0,1153.108535,165.6325592,775.6797478,54.0,51.0,0.006854165,1.69e-06,3.0
2787,2788,0.0,1.6,19.44,41356,66178,30486.69389,31973.84969,25281.64859,0.0,0.0,240.0,3210.0,0.0,1313.42143,0.0,0.0,0.0,0.0,0.002901895,3.44e-07,0.0
2788,2789,2.22,1.3,28.57,31923,39153,12994.4824,18047.892219999998,7941.072578,0.0,0.0,5610.0,5190.0,0.0,1996.600522,0.0,0.0,0.0,0.0,0.004404974,1.06e-06,0.0
2789,2790,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001173972,4.6500000000000006e-08,0.0
2790,2791,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,330.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00110545,4.72e-08,0.0
2791,2792,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000834874,2.92e-08,0.0
2792,2793,0.0,0.0,0.0,0,0,0.0,0.0,0.0,180.0,0.0,2160.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005755646,4.6799999999999996e-07,0.0
2793,2794,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,8190.0,1950.0,90.0,0.0,0.0,0.0,0.0,0.0,0.007004432,1.01e-06,0.0
2794,2795,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2100.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005224674,2.58e-07,0.0
2795,2796,0.0,0.0,0.0,50000,80614,671.5120647000001,1477.326542,6177.910995,0.0,0.0,30.0,17160.0,2010.0,0.0,1187.658236,0.0,0.0,0.0,0.009927554,1.9e-06,0.0
2796,2797,0.0,0.0,0.0,0,0,0.0,0.0,20090.47129,0.0,0.0,3510.0,16830.0,11820.0,0.0,2800.364431,0.0,0.0,0.0,0.008149924000000001,3.18e-06,0.0
2797,2798,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,690.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001305635,1.31e-07,0.0
2798,2799,0.0,2.0,14.29,81958,88345,4118.116816,9924.182676,4094.1742770000005,31650.0,49410.0,44910.0,71400.0,19020.0,22025.8204,0.0,446.6449072,0.0,0.0,0.023173912999999997,2.14e-05,0.0
2799,2800,4.76,1.9,5.88,75000,87407,3224.176225,7636.206848000001,4242.337138,0.0,6630.0,8580.0,0.0,0.0,1876.3008929999999,0.0,0.0,0.0,0.0,0.00486215,1.51e-06,0.0
2800,2801,0.0,0.0,0.0,0,88345,502.5632971,1507.689891,502.5632971,0.0,1050.0,3720.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013130653,5.09e-07,0.0
2801,2802,0.0,2.0,0.0,0,104956,252.02558230000002,630.0639557,378.03837339999995,7410.0,9780.0,3420.0,0.0,0.0,875.1402168999999,0.0,0.0,0.0,0.0,0.006668031,2.03e-06,0.0
2802,2803,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1110.0,6090.0,900.0,0.0,0.0,0.0,0.0,0.0,0.009831708,7.970000000000001e-07,0.0
2803,2804,0.0,2.1,11.11,84511,88345,325.82234839999995,651.6446967999999,244.36676129999998,13590.0,14100.0,4080.0,0.0,0.0,1061.499066,0.0,0.0,0.0,0.0,0.007976099,3.14e-06,0.0
2804,2805,0.0,2.4,7.14,67099,97899,770.8354252,1830.7341350000002,770.8354252,750.0,46200.0,6810.0,0.0,0.0,3614.0259140000003,0.0,0.0,0.0,0.0,0.012704591999999999,5.32e-06,0.0
2805,2806,2.17,1.5,32.53,47350,66105,3043.138838,6950.378828,6349.264983,7080.0,19680.0,27060.0,14550.0,0.0,6293.281181,1093.374332,0.0,0.0,0.0,0.019309804,6.81e-06,0.0
2806,2807,0.0,2.0,0.0,85357,92546,298.2231613,553.8430137999999,298.2231613,0.0,35580.0,22170.0,3060.0,0.0,1417.935841,589.4208107000001,0.0,0.0,0.0,0.012047766000000001,6.01e-06,0.0
2807,2808,7.41,2.0,8.33,75000,88988,1508.324974,3351.8332760000003,1899.3721899999998,0.0,15990.0,30420.0,0.0,0.0,5555.764349,0.0,0.0,0.0,0.0,0.011821651,4.58e-06,0.0
2808,2809,7.41,1.9,5.0,75000,88139,1464.436416,4393.309247,2489.541907,0.0,22440.0,12900.0,0.0,0.0,4139.228473,0.0,0.0,0.0,0.0,0.008747402,3.5000000000000004e-06,0.0
2809,2810,7.69,1.9,5.26,75000,87921,1571.807808,4715.423425,2729.9819829999997,0.0,9840.0,21570.0,0.0,0.0,3822.4327450000005,0.0,0.0,0.0,0.0,0.008787985,3.1e-06,0.0
2810,2811,0.0,1.9,4.76,60000,104964,114.3337848,262.96770499999997,137.2005418,201450.0,23490.0,840.0,0.0,0.0,4123.033218,0.0,0.0,0.0,0.0,0.025056448,2.24e-05,0.0
2811,2812,0.0,0.0,0.0,200001,183703,30.75385853,92.26157559,3798.101529,2550.0,25860.0,40620.0,47610.0,51540.0,0.0,22991.21646,0.0,0.0,0.0,0.016833095,1.66e-05,0.0
2812,2813,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001698509,6.97e-08,0.0
2813,2814,0.0,0.0,0.0,0,0,0.0,0.0,2305.338506,0.0,540.0,6870.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004741444,7.77e-07,0.0
2814,2815,0.0,0.0,0.0,0,183703,515.923766,1547.7712980000001,1031.847532,0.0,3450.0,1560.0,0.0,0.0,848.4410115000001,0.0,0.0,0.0,0.0,0.003434553,4.96e-07,0.0
2815,2816,0.0,2.0,0.0,0,104956,254.3224761,508.6449522,254.3224761,5670.0,8760.0,3210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013469376000000002,2.01e-06,0.0
2816,2817,0.0,0.0,0.0,102388,119064,84.05189759,210.129744,120.8246028,628800.0,185550.0,98730.0,66240.0,2730.0,9801.354177,1578.4343210000002,0.0,0.0,0.0,0.041211002999999996,9.75e-05,0.0
2817,2818,0.0,2.0,0.0,0,69751,17.97772318,35.95544637,4620.274858,10530.0,32460.0,84630.0,83940.0,74490.0,311.7839225,38256.73661,0.0,0.0,0.0,0.020724725,2.8499999999999998e-05,0.0
2818,2819,1.68,0.0,0.0,130753,183708,101.2957768,248.3380335,127.43662240000002,2023440.0,244650.0,97740.0,11880.0,0.0,42646.97393,0.0,186.67879109999998,0.0,0.0,0.09144923099999999,0.00023512,0.0
2819,2820,0.0,0.0,0.0,171824,183703,2495.788398,4991.576796,2495.788398,0.0,2040.0,5910.0,1350.0,0.0,2202.384636,0.0,0.0,0.0,0.0,0.005951107,9.240000000000001e-07,0.0
2820,2821,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2370.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004505385,3.5200000000000003e-07,0.0
2821,2822,0.0,0.0,0.0,0,0,3578.438854,0.0,0.0,0.0,840.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001483731,1.43e-07,0.0
2822,2823,0.0,2.0,0.0,0,104999,68.4566122,68.4566122,4655.049629,0.0,20130.0,8430.0,5070.0,4260.0,0.0,2255.393893,0.0,0.0,0.0,0.008028236,3.74e-06,0.0
2823,2824,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,330.0,1170.0,180.0,0.0,0.0,0.0,0.0,0.0,0.00482606,1.6399999999999999e-07,0.0
2824,2825,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1110.0,1860.0,0.0,0.0,0.0,0.0,0.0,0.003007412,2.9699999999999997e-07,0.0
2825,2826,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2670.0,3330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007986466,5.870000000000001e-07,0.0
2826,2827,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2670.0,52440.0,9750.0,2670.0,0.0,0.0,0.0,0.0,0.0,0.029768158,6.66e-06,0.0
2827,2828,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1080.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00465531,1.34e-07,0.0
2828,2829,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1980.0,750.0,0.0,0.0,73.50986854,0.0,0.0,0.0,0.005989546,2.9199999999999997e-07,0.0
2829,2830,0.0,2.3,0.0,112292,148940,288.2676953,822.6175695000001,326.937752,492720.0,146940.0,96360.0,900.0,0.0,21616.53632,0.0,333.24600669999995,0.0,0.0,0.049139508,7.28e-05,0.0
2830,2831,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4560.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032118012,1.27e-05,0.0
2831,2832,0.0,0.0,0.0,101742,119065,1505.5246550000002,4441.297732,2333.5632149999997,0.0,14040.0,17580.0,2820.0,0.0,7130.522472,0.0,0.0,0.0,0.0,0.009579725,3.4e-06,0.0
2832,2833,4.0,1.9,6.9,65107,104964,1849.82593,5272.003899,3052.212784,0.0,8280.0,15270.0,4440.0,0.0,7732.987502,0.0,0.0,0.0,0.0,0.008741355,2.77e-06,0.0
2833,2834,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,750.0,1650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030162440000000004,2.3199999999999999e-07,0.0
2834,2835,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1830.0,8040.0,2400.0,90.0,0.0,0.0,0.0,0.0,0.0,0.014892823000000001,1.24e-06,0.0
2835,2836,0.0,2.0,0.0,0,256101,852.2289293,1704.457859,852.2289293,0.0,510.0,2550.0,0.0,0.0,279.2611394,0.0,0.0,0.0,0.0,0.002102124,3e-07,0.0
2836,2837,0.0,1.5,0.0,0,59376,352.06446139999997,528.096692,352.06446139999997,10110.0,4530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006497923,1.45e-06,0.0
2837,2838,0.0,2.0,0.0,0,64169,50.59217422,50.59217422,0.0,39870.0,11460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011376368000000001,5.06e-06,0.0
2838,2839,0.0,2.0,0.0,0,62470,1493.7346189999998,5974.938477000001,1493.7346189999998,0.0,750.0,960.0,0.0,0.0,256.8867622,0.0,0.0,0.0,0.0,0.001781635,1.71e-07,0.0
2839,2840,0.0,1.6,7.84,35589,50906,393.64128210000007,852.8894445000001,452.6874744,173580.0,142050.0,61140.0,17820.0,30.0,10706.25577,222.6342123,0.0,0.0,0.0,0.045816080999999995,3.9e-05,0.0
2840,2841,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,960.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028196959999999996,1.26e-07,0.0
2841,2842,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,120.0,1440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002532232,1.45e-07,0.0
2842,2843,3.64,1.6,0.0,80000,133318,1285.248551,11085.268759999999,9237.723963,4350.0,8610.0,13560.0,5580.0,0.0,0.0,2050.5718829999996,0.0,0.0,0.0,0.007930632,3.19e-06,0.0
2843,2844,0.0,1.5,0.0,0,45137,1700.185513,1700.185513,850.0927562999999,0.0,0.0,60.0,3030.0,0.0,794.6350887,0.0,0.0,0.0,0.0,0.002305195,3.01e-07,0.0
2844,2845,0.0,2.0,0.0,0,87771,5932.936322,11865.872640000001,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001172868,4.3099999999999996e-08,0.0
2845,2846,0.0,0.0,0.0,0,0,0.0,0.0,348.546852,9300.0,11580.0,1200.0,0.0,0.0,0.0,283.1827474,0.0,0.0,0.0,0.009317645,2.2e-06,0.0
2846,2847,0.0,1.7,11.11,45079,59383,109.7065994,169.54656269999998,79.78661774,221550.0,33150.0,5100.0,0.0,0.0,2093.4053480000002,0.0,0.0,0.0,0.0,0.023603202,2.56e-05,0.0
2847,2848,7.69,1.6,0.0,80000,133318,2838.853478,5204.564709,3311.995724,0.0,14730.0,1650.0,0.0,0.0,1794.949424,0.0,0.0,0.0,0.0,0.005095227,1.62e-06,0.0
2848,2849,0.0,1.6,0.0,86037,133314,1271.81141,2162.079396,2034.898256,0.0,17130.0,3180.0,0.0,0.0,1941.480393,442.58534110000005,0.0,0.0,0.0,0.006108673,2.01e-06,0.0
2849,2850,6.25,1.6,0.0,80000,133310,1257.819122,2959.5744050000003,1849.734003,8160.0,24840.0,750.0,0.0,0.0,4021.654953,0.0,0.0,0.0,0.0,0.007824886,3.46e-06,0.0
2850,2851,0.0,2.4,4.55,127913,180915,442.851163,904.9567243999999,462.1055614,43260.0,78030.0,12330.0,810.0,0.0,9314.450648,0.0,0.0,0.0,0.0,0.048752585,1.3300000000000001e-05,0.0
2851,2852,0.0,2.3,3.57,130725,182511,1558.257678,3012.63151,1558.257678,5280.0,31650.0,10230.0,750.0,0.0,4765.614583,0.0,311.6504099,0.0,0.0,0.011212708,4.93e-06,0.0
2852,2853,0.0,0.0,0.0,0,0,0.0,0.0,0.0,41910.0,29010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028811841,7.01e-06,0.0
2853,2854,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00264244,4.4900000000000005e-08,0.0
2854,2855,2.7,1.8,3.08,50610,84981,1710.7247309999998,4150.610823,2299.662754,0.0,31530.0,60900.0,30.0,0.0,11122.032729999999,226.29255640000002,145.9584648,0.0,0.0,0.016384311999999998,9.13e-06,0.0
2855,2856,3.3,1.6,13.79,43116,60710,506.82873509999996,1303.27389,783.2807723999999,228000.0,143850.0,21510.0,0.0,0.0,15073.351059999999,0.0,0.0,0.0,0.0,0.044601169,3.8900000000000004e-05,0.0
2856,2857,1.14,1.6,4.98,45215,69143,3784.9988299999995,6524.810316,3206.5941829999997,6390.0,89160.0,120150.0,39300.0,0.0,31459.83491,0.0,0.0,0.0,0.0,0.022074482000000003,2.52e-05,0.0
2857,2858,2.5,1.8,2.7,52409,85936,1346.749283,3078.284075,1616.0991390000002,0.0,42900.0,24420.0,0.0,0.0,6731.193903,0.0,0.0,0.0,0.0,0.01504276,6.66e-06,0.0
2858,2859,0.0,0.0,0.0,0,0,0.0,0.0,0.0,146850.0,0.0,1500.0,480.0,0.0,6.326880833,0.0,0.0,0.0,0.0,0.032549403,1.47e-05,0.0
2859,2860,0.0,2.0,0.0,0,77094,204.4446905,408.88938110000004,204.4446905,4440.0,3900.0,4140.0,90.0,0.0,146.0677595,0.0,0.0,0.0,0.0,0.009165464,1.25e-06,0.0
2860,2861,0.0,2.0,0.0,118327,133302,603.5113355000001,1810.534007,1207.0226710000002,0.0,15660.0,1380.0,0.0,0.0,1370.584558,0.0,0.0,0.0,0.0,0.005113524,1.7e-06,0.0
2861,2862,0.0,1.6,12.5,35000,57039,1845.6488780000002,2583.908429,1291.954214,2190.0,11910.0,0.0,0.0,0.0,548.798742,0.0,0.0,0.0,0.0,0.009320455,1.39e-06,0.0
2862,2863,0.0,2.3,0.0,66667,111246,149.5336625,433.6476214,179.4403951,145620.0,20670.0,7140.0,0.0,0.0,3051.472178,0.0,444.7750773,0.0,0.0,0.023646415,1.7100000000000002e-05,0.0
2863,2864,0.0,0.0,0.0,0,0,0.0,0.0,1176.116366,0.0,0.0,270.0,7500.0,9840.0,0.0,1155.5601960000001,7.060655103999999,0.0,0.0,0.005554528,1.74e-06,0.0
2864,2865,8.57,1.8,15.15,50000,77079,436.44298399999997,758.0325511,689.120501,141450.0,47370.0,33120.0,2370.0,1350.0,4854.654055,962.2060384,0.0,0.0,0.0,0.01882668,2.23e-05,0.0
2865,2866,3.23,1.5,26.09,39468,61033,1707.954884,3700.5689159999997,2049.545861,4380.0,35340.0,5790.0,0.0,0.0,3990.4679969999997,0.0,0.0,0.0,0.0,0.009887933,4.5e-06,0.0
2866,2867,0.0,0.0,0.0,0,0,0.0,0.0,0.0,150.0,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005521766,2.17e-07,0.0
2867,2868,0.75,1.7,8.51,40730,48520,7007.378591,13956.36236,6832.194126,0.0,6960.0,28020.0,9330.0,0.0,6540.898915999999,0.0,0.0,0.0,0.0,0.012508697,4.38e-06,0.0
2868,2869,0.0,1.6,7.5,40154,49048,2294.327343,4962.149835,2240.970893,0.0,14940.0,33630.0,0.0,0.0,6320.789492,0.0,0.0,0.0,0.0,0.008736231,4.8e-06,0.0
2869,2870,0.0,1.8,0.0,41089,49048,1556.640524,2446.149395,1111.886089,0.0,900.0,4890.0,4920.0,900.0,862.1071220000001,712.8185432,0.0,0.0,0.0,0.004627236,1.15e-06,0.0
2870,2871,0.0,1.7,8.57,42462,49048,1504.785893,3009.571785,3319.380646,0.0,26340.0,30630.0,1560.0,0.0,5278.1619,143.7809555,0.0,0.0,0.0,0.010897121999999999,5.79e-06,0.0
2871,2872,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014003079999999998,8.660000000000001e-08,0.0
2872,2873,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1230.0,13590.0,1830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012718893,1.65e-06,0.0
2873,2874,0.0,1.0,0.0,0,59394,155.084629,310.169258,620.338516,11280.0,5430.0,0.0,0.0,0.0,286.0319028,166.94218419999999,0.0,0.0,0.0,0.006195433,1.65e-06,0.0
2874,2875,0.0,1.9,6.67,67099,98139,2370.7524829999998,4445.160905,1629.8923320000001,0.0,8970.0,8310.0,60.0,0.0,1325.223462,0.0,0.0,0.0,0.0,0.007825883,1.73e-06,0.0
2875,2876,0.0,2.3,0.0,200001,209025,1240.159133,1240.159133,496.0636533,3300.0,5130.0,1980.0,0.0,0.0,1305.535806,0.0,0.0,0.0,0.0,0.0044375740000000006,1.03e-06,0.0
2876,2877,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013518279999999998,1.24e-07,0.0
2877,2878,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014685870000000001,7.019999999999999e-08,0.0
2878,2879,0.0,1.6,3.57,45308,68408,82.97699496,188.0811886,88.50879463,773580.0,113220.0,44460.0,5310.0,0.0,8028.255379000001,0.0,0.0,0.0,0.0,0.058172535,9.259999999999999e-05,0.0
2879,2880,0.0,0.0,0.0,0,0,0.0,0.0,0.0,60.0,13560.0,16890.0,3210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014902606,3.33e-06,0.0
2880,2881,0.0,2.3,2.33,126009,182332,587.2891743,1468.222936,545.3399475,6270.0,155670.0,22110.0,1080.0,0.0,12749.29177,0.0,0.0,3.0,9.0,0.031409069,1.83e-05,-6.0
2881,2882,0.0,0.0,0.0,0,0,0.0,0.0,0.0,45600.0,5040.0,10710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018876913000000002,6.07e-06,0.0
2882,2883,0.0,1.5,0.0,108124,143676,1195.28283,2151.509095,1195.28283,0.0,2550.0,8310.0,0.0,0.0,1883.5873800000002,0.0,0.0,0.0,0.0,0.004951812,1.07e-06,0.0
2883,2884,0.0,1.0,0.0,0,67644,6363.292351,19089.87705,12726.5847,0.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000818237,4.0300000000000004e-08,0.0
2884,2885,0.0,0.0,0.0,200001,259768,1250.087785,3750.2633560000004,2375.166792,1020.0,10050.0,8970.0,720.0,0.0,3159.091366,0.0,0.0,0.0,0.0,0.008707635,2.05e-06,0.0
2885,2886,0.0,0.0,0.0,0,0,0.0,0.0,13155.88987,0.0,2280.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00534321,2.9199999999999997e-07,0.0
2886,2887,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000977123,1.14e-08,0.0
2887,2888,0.0,1.3,33.33,0,130520,2178.935798,4357.871596,2178.935798,1020.0,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022723739999999997,2.35e-07,0.0
2888,2889,0.0,1.7,0.0,110378,127708,4.994888905,13.73594449,8.116694471,3193770.0,309090.0,352410.0,222690.0,65610.0,24435.845409999998,165.6056315,0.0,0.0,0.0,0.104162467,0.000409587,0.0
2889,2890,0.0,1.6,10.0,41547,62446,137.89946819999997,215.46791910000002,112.0433179,264510.0,28860.0,7050.0,0.0,0.0,3096.926992,0.0,0.0,0.0,0.0,0.023594166,2.97e-05,0.0
2890,2891,0.0,0.0,0.0,0,0,0.0,0.0,0.0,120.0,3030.0,1500.0,0.0,0.0,0.242124108,0.0,0.0,0.0,0.0,0.005832779000000001,4.5899999999999997e-07,0.0
2891,2892,0.0,1.6,14.29,35000,60136,813.3415474999999,1708.01725,976.009857,750.0,20370.0,10680.0,0.0,0.0,1293.893481,483.3912796,0.0,0.0,0.0,0.013786557,3.15e-06,0.0
2892,2893,0.0,0.0,0.0,0,0,0.0,0.0,0.0,14340.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0857813,0.0,0.0,0.005534181,1.42e-06,0.0
2893,2894,0.0,0.0,0.0,0,0,0.0,0.0,0.0,4110.0,600.0,3780.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005273014,9.079999999999999e-07,0.0
2894,2895,0.0,1.6,11.76,32855,60606,396.8827622,460.38400419999994,793.7655244,61020.0,13380.0,72480.0,16440.0,0.0,2427.317641,3333.134927,0.0,0.0,0.0,0.027097761,1.6100000000000002e-05,0.0
2895,2896,0.0,2.5,0.0,200001,209012,1115.800415,4463.20166,2231.60083,1080.0,3570.0,0.0,0.0,0.0,442.5348204,0.0,0.0,0.0,0.0,0.003258084,4.5799999999999995e-07,0.0
2896,2897,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013763070000000002,6.32e-08,0.0
2897,2898,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1110.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003033412,1.6e-07,0.0
